customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-01396,male,1,no,yes,38,yes,no,fiber-optic,yes,yes,no,no,yes,yes,one-year,yes,mailed-check,80.36,2938.06,0
CUST-01397,male,0,no,yes,19,yes,yes,fiber-optic,no,yes,no,no,yes,no,month-to-month,yes,bank-transfer-automatic,91.87,1864.24,1
CUST-01398,male,0,no,no,18,yes,yes,dsl,no,yes,no,no,yes,yes,two-year,yes,mailed-check,63.75,1177.96,0
CUST-01399,female,0,no,no,28,yes,yes,dsl,no,no,yes,no,yes,no,month-to-month,yes,electronic-check,65.74,1969.77,1
CUST-01400,female,1,yes,no,26,no,no-phone-service,dsl,no,yes,yes,no,no,yes,two-year,yes,credit-card-automatic,62.91,1691.32,0
CUST-01401,male,1,no,no,15,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,bank-transfer-automatic,18.0,372.63,1
CUST-01402,female,0,yes,yes,68,yes,no,fiber-optic,yes,no,yes,no,no,yes,month-to-month,no,credit-card-automatic,90.57,6245.99,0
CUST-01403,female,0,yes,no,24,yes,no,dsl,yes,no,yes,no,no,yes,one-year,yes,credit-card-automatic,67.23,1562.56,0
CUST-01404,female,0,yes,yes,19,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,bank-transfer-automatic,55.76,1021.27,1
CUST-01405,female,0,yes,yes,44,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,yes,bank-transfer-automatic,68.51,2982.31,0
CUST-01406,female,1,yes,no,58,yes,no,fiber-optic,no,yes,yes,no,no,yes,one-year,yes,electronic-check,96.56,5528.0,0
CUST-01407,female,0,yes,no,34,yes,yes,fiber-optic,yes,no,no,no,yes,yes,one-year,no,credit-card-automatic,91.52,3244.06,0
CUST-01408,male,0,no,no,49,yes,no,fiber-optic,yes,no,no,no,no,yes,month-to-month,yes,bank-transfer-automatic,73.12,3586.05,1
CUST-01409,female,0,yes,yes,7,yes,no,dsl,yes,yes,yes,no,yes,no,month-to-month,no,bank-transfer-automatic,57.99,440.39,1
CUST-01410,female,0,yes,no,39,yes,yes,dsl,no,no,no,no,yes,yes,one-year,yes,credit-card-automatic,67.59,2536.18,0
CUST-01411,female,1,no,no,5,yes,no,fiber-optic,yes,no,no,yes,yes,no,month-to-month,yes,electronic-check,71.49,418.84,1
CUST-01412,male,0,no,no,10,yes,yes,dsl,yes,no,no,yes,yes,yes,month-to-month,no,electronic-check,67.27,641.99,0
CUST-01413,female,0,yes,no,43,yes,no,dsl,no,no,no,no,yes,yes,one-year,yes,mailed-check,59.17,2638.88,0
CUST-01414,male,0,yes,no,15,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,yes,mailed-check,18.0,218.59,0
CUST-01415,male,0,no,yes,3,no,no-phone-service,dsl,no,no,yes,yes,yes,no,month-to-month,yes,bank-transfer-automatic,62.72,288.05,1
CUST-01416,male,0,no,no,13,yes,no,dsl,yes,no,no,no,yes,yes,one-year,yes,credit-card-automatic,66.36,933.24,0
CUST-01417,male,1,yes,no,56,yes,yes,dsl,yes,no,yes,no,yes,no,month-to-month,no,electronic-check,60.3,3341.87,0
CUST-01418,female,0,no,no,43,yes,no,dsl,no,no,yes,yes,yes,yes,one-year,yes,credit-card-automatic,75.05,3333.49,0
CUST-01419,male,0,yes,no,28,yes,yes,fiber-optic,yes,yes,yes,no,no,no,one-year,no,credit-card-automatic,91.66,2652.64,0
CUST-01420,female,0,yes,no,71,no,no-phone-service,fiber-optic,no,no,no,yes,no,yes,month-to-month,no,credit-card-automatic,80.56,5756.48,0
CUST-01421,male,0,no,no,28,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,electronic-check,18.0,429.48,0
CUST-01422,male,0,no,yes,64,yes,no,dsl,yes,no,no,no,yes,no,two-year,no,electronic-check,57.27,3725.29,0
CUST-01423,male,0,no,no,25,yes,yes,dsl,no,yes,no,no,yes,no,one-year,yes,mailed-check,74.89,1877.2,0
CUST-01424,male,0,yes,no,2,yes,no,dsl,yes,no,yes,yes,yes,no,one-year,no,credit-card-automatic,61.94,127.58,0
CUST-01425,female,0,yes,no,8,yes,no,dsl,yes,yes,yes,no,yes,no,month-to-month,yes,mailed-check,80.25,647.54,1
CUST-01426,male,0,yes,no,20,yes,no,fiber-optic,yes,no,no,no,yes,yes,month-to-month,yes,bank-transfer-automatic,72.96,1456.94,1
CUST-01427,male,0,yes,yes,14,yes,yes,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,mailed-check,70.11,916.62,0
CUST-01428,male,0,yes,no,12,yes,yes,fiber-optic,no,no,no,yes,no,yes,month-to-month,yes,electronic-check,77.66,818.27,1
CUST-01429,female,0,no,no,28,yes,no,fiber-optic,no,no,no,yes,yes,no,month-to-month,no,electronic-check,89.59,2379.39,1
CUST-01430,male,0,no,no,71,yes,no,fiber-optic,yes,yes,no,no,yes,no,month-to-month,yes,bank-transfer-automatic,87.44,6230.69,0
CUST-01431,female,0,no,no,15,yes,no,dsl,no,no,no,no,yes,yes,one-year,yes,credit-card-automatic,68.48,845.41,0
CUST-01432,female,1,yes,no,17,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,no,electronic-check,71.34,1267.25,1
CUST-01433,female,0,yes,no,72,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,one-year,yes,bank-transfer-automatic,19.57,1447.0,0
CUST-01434,male,0,no,no,15,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,electronic-check,18.0,247.3,1
CUST-01435,female,0,yes,yes,60,yes,no,fiber-optic,no,yes,yes,no,no,yes,month-to-month,no,electronic-check,103.21,6269.59,1
CUST-01436,female,0,no,no,45,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed-check,44.04,1962.29,1
CUST-01437,female,0,yes,no,67,yes,no,dsl,yes,no,no,yes,yes,yes,one-year,yes,credit-card-automatic,63.93,4314.7,0
CUST-01438,male,0,no,no,41,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,one-year,yes,electronic-check,18.0,591.14,0
CUST-01439,female,0,no,no,43,yes,no,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic-check,67.59,2738.23,0
CUST-01440,male,0,no,no,17,yes,no,fiber-optic,no,no,yes,yes,no,no,two-year,yes,mailed-check,72.87,1221.14,0
CUST-01441,male,1,no,yes,42,yes,no,fiber-optic,yes,yes,no,yes,yes,no,month-to-month,yes,mailed-check,108.58,4592.07,0
CUST-01442,male,0,no,no,49,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,electronic-check,20.65,1083.12,0
CUST-01443,male,1,yes,no,72,yes,no,fiber-optic,yes,yes,yes,no,yes,yes,one-year,yes,credit-card-automatic,102.3,7352.31,0
CUST-01444,female,1,no,yes,7,yes,yes,dsl,no,no,yes,yes,yes,yes,month-to-month,no,bank-transfer-automatic,73.7,534.39,1
CUST-01445,female,1,no,yes,12,yes,yes,fiber-optic,yes,no,no,yes,no,yes,one-year,yes,electronic-check,88.84,1125.05,0
CUST-01446,female,0,no,no,2,yes,no,dsl,no,no,yes,yes,yes,yes,two-year,yes,credit-card-automatic,68.97,128.36,0
CUST-01447,male,0,yes,no,57,yes,no,dsl,no,yes,yes,no,yes,no,one-year,yes,electronic-check,63.68,3673.8,0
CUST-01448,male,0,yes,no,6,yes,yes,fiber-optic,yes,no,no,no,yes,yes,month-to-month,no,electronic-check,91.15,462.24,0
CUST-01449,male,0,no,yes,66,yes,no,fiber-optic,no,no,yes,no,no,yes,month-to-month,yes,bank-transfer-automatic,75.42,4853.49,0
CUST-01450,female,1,no,no,27,yes,no,fiber-optic,no,no,no,no,no,no,two-year,no,electronic-check,66.06,1743.58,0
CUST-01451,female,0,yes,yes,21,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit-card-automatic,64.57,1414.08,0
CUST-01452,female,0,yes,no,71,no,no-phone-service,dsl,yes,yes,yes,no,yes,no,month-to-month,no,electronic-check,67.98,4773.25,0
CUST-01453,female,0,yes,no,52,yes,no,fiber-optic,no,no,yes,yes,yes,no,two-year,yes,credit-card-automatic,70.95,3738.21,0
CUST-01454,female,0,yes,no,40,yes,no,dsl,yes,no,no,yes,yes,no,one-year,yes,mailed-check,59.2,2290.98,0
CUST-01455,male,0,yes,no,65,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,credit-card-automatic,89.24,5756.91,0
CUST-01456,female,0,yes,no,55,yes,no,dsl,no,no,yes,yes,yes,no,one-year,yes,credit-card-automatic,61.72,3412.75,0
CUST-01457,male,1,yes,yes,46,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,yes,credit-card-automatic,50.75,2284.44,0
CUST-01458,female,0,no,no,24,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,no,mailed-check,18.0,394.65,0
CUST-01459,female,0,yes,no,71,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,one-year,yes,bank-transfer-automatic,18.0,1082.37,0
CUST-01460,male,0,yes,no,52,yes,yes,fiber-optic,yes,yes,yes,no,no,no,month-to-month,no,electronic-check,77.69,4102.82,0
CUST-01461,male,1,yes,no,69,yes,no,fiber-optic,yes,yes,yes,no,yes,yes,month-to-month,no,electronic-check,102.43,7058.78,0
CUST-01462,female,0,yes,no,70,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,credit-card-automatic,20.39,1356.4,0
CUST-01463,female,0,no,no,40,yes,no,fiber-optic,no,yes,no,yes,no,no,month-to-month,yes,bank-transfer-automatic,79.09,3301.05,1
CUST-01464,female,0,no,yes,26,yes,no,fiber-optic,yes,no,no,no,no,yes,one-year,yes,electronic-check,75.9,1914.21,1
CUST-01465,male,1,yes,yes,69,yes,no,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,credit-card-automatic,91.21,6254.82,0
CUST-01466,female,0,yes,yes,72,yes,no,dsl,no,yes,no,no,no,no,two-year,yes,bank-transfer-automatic,47.36,3337.79,0
CUST-01467,male,0,yes,no,9,yes,yes,dsl,no,no,no,no,yes,yes,month-to-month,yes,credit-card-automatic,52.39,554.29,0
CUST-01468,female,1,yes,no,46,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,bank-transfer-automatic,20.06,1030.29,0
CUST-01469,male,0,yes,no,44,yes,yes,fiber-optic,no,no,no,yes,no,no,one-year,yes,credit-card-automatic,76.18,3451.96,0
CUST-01470,female,0,yes,no,54,yes,no,fiber-optic,yes,yes,yes,no,yes,no,one-year,no,bank-transfer-automatic,95.86,5275.77,0
CUST-01471,male,0,yes,yes,71,yes,no,fiber-optic,no,yes,no,yes,no,yes,month-to-month,yes,bank-transfer-automatic,94.44,6660.44,0
CUST-01472,male,0,no,no,19,yes,yes,dsl,yes,no,yes,no,no,no,month-to-month,yes,mailed-check,64.84,1357.39,1
CUST-01473,female,0,yes,yes,71,yes,yes,fiber-optic,yes,no,no,yes,no,yes,month-to-month,yes,bank-transfer-automatic,106.44,7542.57,1
CUST-01474,female,0,yes,no,47,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,one-year,no,credit-card-automatic,18.0,730.3,1
CUST-01475,male,0,no,no,6,yes,yes,dsl,no,no,no,no,yes,yes,two-year,no,bank-transfer-automatic,59.85,327.11,0
CUST-01476,female,0,yes,no,37,yes,no,dsl,yes,yes,yes,no,no,yes,one-year,yes,bank-transfer-automatic,63.84,2386.53,0
CUST-01477,female,0,yes,yes,10,yes,yes,dsl,yes,no,no,no,no,yes,one-year,no,credit-card-automatic,74.08,692.44,0
CUST-01478,female,0,yes,yes,69,yes,no,dsl,no,yes,yes,no,yes,no,one-year,yes,credit-card-automatic,64.4,4454.62,0
CUST-01479,female,0,yes,no,55,yes,no,dsl,yes,no,yes,no,yes,no,one-year,yes,electronic-check,46.76,2612.04,0
CUST-01480,female,1,yes,yes,66,yes,no,fiber-optic,no,yes,no,no,yes,no,one-year,yes,bank-transfer-automatic,87.47,5803.82,0
CUST-01481,female,0,no,no,44,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,no,credit-card-automatic,65.13,2914.85,1
CUST-01482,female,0,no,no,29,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic-check,59.06,1699.24,1
CUST-01483,female,0,yes,no,31,yes,no,dsl,yes,yes,no,no,no,no,two-year,yes,credit-card-automatic,52.21,1563.96,0
CUST-01484,female,0,yes,yes,69,yes,no,fiber-optic,yes,yes,no,yes,no,yes,two-year,yes,mailed-check,94.62,6418.52,0
CUST-01485,female,0,no,no,11,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,one-year,no,electronic-check,18.0,191.4,0
CUST-01486,male,0,no,no,64,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,credit-card-automatic,18.0,1111.71,0
CUST-01487,female,0,yes,no,31,no,no-phone-service,dsl,yes,no,no,no,no,yes,one-year,yes,mailed-check,60.74,1874.06,0
CUST-01488,female,0,yes,no,43,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,mailed-check,21.22,757.17,0
CUST-01489,female,0,yes,yes,49,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,no,credit-card-automatic,71.4,3384.72,0
CUST-01490,male,0,no,no,6,yes,yes,fiber-optic,yes,no,no,yes,no,no,month-to-month,no,electronic-check,82.22,531.57,1
CUST-01491,female,0,yes,no,11,yes,no,dsl,no,yes,no,yes,yes,no,one-year,yes,credit-card-automatic,67.83,623.47,0
CUST-01492,female,1,yes,no,12,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,69.34,817.83,0
CUST-01493,female,0,yes,no,57,yes,no,dsl,no,no,no,yes,yes,no,one-year,yes,credit-card-automatic,69.16,3879.81,0
CUST-01494,female,0,yes,no,6,yes,yes,dsl,no,no,no,no,no,yes,one-year,yes,bank-transfer-automatic,46.78,213.61,1
CUST-01495,female,0,yes,no,44,yes,yes,fiber-optic,yes,yes,no,no,yes,no,month-to-month,yes,bank-transfer-automatic,94.22,4152.08,0
CUST-01496,female,0,no,no,8,yes,yes,fiber-optic,no,yes,yes,no,no,no,month-to-month,yes,bank-transfer-automatic,84.1,674.94,1
CUST-01497,male,0,no,no,56,yes,yes,dsl,no,no,yes,no,yes,yes,one-year,no,mailed-check,64.09,3630.01,1
CUST-01498,male,0,yes,no,71,no,no-phone-service,dsl,no,yes,no,no,no,no,two-year,no,bank-transfer-automatic,59.08,4112.03,0
CUST-01499,female,0,yes,yes,30,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,yes,credit-card-automatic,18.0,473.67,0
CUST-01500,male,0,no,no,16,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,67.41,1162.8,1
CUST-01501,male,0,yes,no,33,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,one-year,yes,bank-transfer-automatic,25.97,840.16,0
CUST-01502,female,0,yes,yes,50,yes,no,fiber-optic,no,yes,no,no,no,no,one-year,yes,bank-transfer-automatic,92.38,4646.44,0
CUST-01503,female,1,yes,no,53,yes,no,fiber-optic,no,no,yes,no,yes,no,month-to-month,yes,electronic-check,83.81,4404.65,0
CUST-01504,female,0,no,no,46,yes,yes,dsl,yes,no,yes,yes,yes,no,one-year,yes,electronic-check,48.5,2265.14,1
CUST-01505,male,1,no,no,42,yes,yes,dsl,no,yes,yes,no,no,yes,month-to-month,yes,bank-transfer-automatic,62.46,2436.66,0
CUST-01506,female,0,no,no,46,yes,no,dsl,no,yes,yes,no,no,no,one-year,no,electronic-check,57.52,2732.28,1
CUST-01507,male,1,no,yes,16,yes,no,fiber-optic,no,yes,yes,no,no,yes,month-to-month,yes,bank-transfer-automatic,97.88,1531.93,1
CUST-01508,female,0,yes,yes,15,yes,no,fiber-optic,no,no,no,yes,no,no,month-to-month,yes,electronic-check,77.39,1067.18,1
CUST-01509,male,0,yes,no,68,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,yes,bank-transfer-automatic,47.79,3170.03,0
CUST-01510,male,0,yes,no,42,yes,no,fiber-optic,no,no,no,no,no,yes,month-to-month,no,electronic-check,84.71,3538.05,1
CUST-01511,female,0,no,no,63,yes,no,fiber-optic,yes,no,no,no,no,yes,month-to-month,yes,credit-card-automatic,86.55,5444.37,1
CUST-01512,female,1,no,no,46,no,no-phone-service,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,bank-transfer-automatic,83.41,3847.45,1
CUST-01513,male,0,yes,yes,33,yes,no,fiber-optic,no,no,no,yes,no,no,month-to-month,yes,electronic-check,82.76,2641.63,1
CUST-01514,female,0,no,yes,42,yes,no,dsl,no,yes,yes,yes,no,yes,month-to-month,yes,electronic-check,63.63,2737.8,0
CUST-01515,female,0,yes,no,50,yes,no,fiber-optic,yes,no,no,no,no,yes,month-to-month,yes,electronic-check,79.61,3941.18,0
CUST-01516,male,1,yes,yes,14,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,no,electronic-check,60.76,807.57,0
CUST-01517,female,0,yes,no,34,no,no-phone-service,dsl,no,no,no,no,no,yes,two-year,yes,credit-card-automatic,50.52,1700.71,0
CUST-01518,female,0,no,no,53,yes,yes,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,electronic-check,75.25,4037.96,1
CUST-01519,female,1,no,no,7,yes,yes,dsl,yes,yes,yes,no,yes,no,one-year,yes,credit-card-automatic,55.71,387.43,0
CUST-01520,female,1,no,no,6,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,yes,bank-transfer-automatic,73.83,402.3,1
CUST-01521,male,0,no,yes,12,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mailed-check,21.41,232.64,1
CUST-01522,male,0,no,yes,43,yes,yes,fiber-optic,no,no,yes,no,no,yes,two-year,yes,electronic-check,78.88,3483.28,1
CUST-01523,female,1,no,yes,18,yes,no,dsl,no,yes,no,no,no,no,one-year,no,mailed-check,55.17,1072.21,0
CUST-01524,female,0,no,no,32,yes,yes,fiber-optic,no,no,yes,no,no,no,one-year,yes,mailed-check,69.73,2258.8,1
CUST-01525,male,0,yes,no,10,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,no,bank-transfer-automatic,49.95,510.65,1
CUST-01526,female,0,no,no,19,yes,yes,dsl,no,no,yes,yes,yes,no,month-to-month,yes,bank-transfer-automatic,55.95,1236.57,1
CUST-01527,female,0,no,yes,2,yes,no,fiber-optic,yes,yes,yes,yes,no,yes,month-to-month,no,credit-card-automatic,81.84,198.44,1
CUST-01528,female,0,no,no,59,yes,no,fiber-optic,yes,no,no,no,yes,no,month-to-month,yes,electronic-check,71.18,4213.17,0
CUST-01529,female,0,yes,yes,34,yes,no,fiber-optic,yes,no,yes,no,yes,yes,two-year,yes,mailed-check,79.02,2671.52,0
CUST-01530,male,0,no,no,13,yes,no,fiber-optic,no,no,no,yes,yes,no,month-to-month,yes,mailed-check,91.79,1220.03,1
CUST-01531,female,0,no,no,38,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic-check,42.73,1395.35,1
CUST-01532,female,0,yes,yes,68,yes,no,fiber-optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic-check,96.67,6650.64,0
CUST-01533,male,0,no,no,60,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,yes,electronic-check,66.93,3920.42,0
CUST-01534,female,0,yes,yes,64,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,credit-card-automatic,26.8,1661.34,0
CUST-01535,male,0,yes,no,30,yes,no,fiber-optic,no,yes,no,no,no,yes,month-to-month,yes,mailed-check,79.64,2284.19,1
CUST-01536,female,0,yes,no,26,yes,no,fiber-optic,no,yes,yes,yes,yes,yes,two-year,yes,electronic-check,94.68,2406.45,1
CUST-01537,female,0,no,no,23,yes,no,fiber-optic,yes,yes,yes,no,no,no,month-to-month,no,bank-transfer-automatic,88.44,2008.6,1
CUST-01538,female,0,no,no,22,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,mailed-check,36.9,878.5,0
CUST-01539,male,1,yes,no,67,yes,no,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,credit-card-automatic,92.3,6280.78,0
CUST-01540,male,0,no,yes,10,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,one-year,yes,bank-transfer-automatic,102.35,1169.08,1
CUST-01541,female,1,yes,no,62,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,credit-card-automatic,40.13,2495.73,0
CUST-01542,female,0,yes,no,66,yes,no,dsl,yes,yes,yes,no,no,no,two-year,no,electronic-check,65.22,4288.09,0
CUST-01543,female,0,no,yes,61,yes,no,fiber-optic,no,yes,no,no,no,no,one-year,no,credit-card-automatic,86.18,5315.45,0
CUST-01544,male,1,no,no,46,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,electronic-check,25.82,1123.66,0
CUST-01545,female,1,no,no,62,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,one-year,yes,bank-transfer-automatic,25.71,1521.58,0
CUST-01546,male,0,no,no,3,yes,yes,dsl,no,yes,yes,no,no,yes,month-to-month,yes,electronic-check,55.29,138.33,0
CUST-01547,male,0,no,yes,59,yes,no,fiber-optic,no,no,no,yes,yes,yes,month-to-month,yes,bank-transfer-automatic,77.97,4597.69,0
CUST-01548,male,0,yes,no,37,yes,no,dsl,yes,no,yes,no,no,yes,one-year,yes,credit-card-automatic,58.9,2024.29,0
CUST-01549,female,0,yes,no,70,yes,no,fiber-optic,yes,yes,yes,yes,no,yes,month-to-month,no,mailed-check,104.06,7364.22,0
CUST-01550,female,0,yes,yes,7,yes,yes,dsl,no,no,yes,no,no,yes,month-to-month,yes,bank-transfer-automatic,64.68,470.77,0
CUST-01551,female,1,no,yes,67,yes,yes,fiber-optic,no,yes,yes,no,yes,no,two-year,yes,bank-transfer-automatic,99.67,6737.75,0
CUST-01552,male,0,no,no,42,yes,no,dsl,yes,no,no,no,yes,yes,one-year,no,electronic-check,62.91,2524.43,1
CUST-01553,male,0,no,no,8,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,credit-card-automatic,57.3,408.52,0
CUST-01554,male,0,yes,no,37,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,no,bank-transfer-automatic,24.34,846.9,0
CUST-01555,female,0,yes,yes,3,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,bank-transfer-automatic,19.14,42.21,0
CUST-01556,female,0,no,no,6,yes,yes,fiber-optic,no,no,yes,no,yes,no,one-year,yes,bank-transfer-automatic,79.43,474.06,0
CUST-01557,male,0,no,no,39,yes,no,fiber-optic,no,yes,yes,no,no,no,month-to-month,yes,electronic-check,70.12,2799.9,1
CUST-01558,male,0,yes,no,59,no,no-phone-service,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,71.78,4242.43,0
CUST-01559,male,0,yes,no,8,yes,yes,fiber-optic,yes,no,no,no,yes,no,one-year,yes,electronic-check,81.17,593.76,0
CUST-01560,male,0,yes,yes,19,yes,yes,fiber-optic,yes,no,no,no,yes,yes,month-to-month,no,electronic-check,96.08,1989.6,1
CUST-01561,female,0,yes,yes,29,yes,yes,dsl,no,yes,yes,no,no,no,two-year,yes,bank-transfer-automatic,67.86,1948.02,0
CUST-01562,female,1,yes,no,39,yes,yes,fiber-optic,no,no,no,yes,yes,no,month-to-month,yes,credit-card-automatic,85.17,3253.62,1
CUST-01563,female,0,yes,no,1,yes,no,fiber-optic,no,yes,yes,yes,yes,no,two-year,yes,credit-card-automatic,108.51,0.0,0
CUST-01564,male,0,no,yes,47,yes,yes,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic-check,74.52,3509.22,1
CUST-01565,male,0,yes,no,36,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,bank-transfer-automatic,28.26,1069.17,1
CUST-01566,female,0,yes,no,70,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic-check,52.2,3568.5,1
CUST-01567,male,0,yes,no,22,yes,no,fiber-optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic-check,77.88,1760.23,1
CUST-01568,male,0,no,no,36,yes,no,dsl,no,no,yes,no,no,yes,one-year,yes,bank-transfer-automatic,54.6,1971.87,1
CUST-01569,male,0,yes,no,6,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,one-year,yes,bank-transfer-automatic,31.79,57.74,0
CUST-01570,male,1,yes,no,67,yes,no,fiber-optic,no,no,no,yes,yes,no,two-year,yes,electronic-check,81.89,5533.56,0
CUST-01571,female,0,yes,no,61,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,electronic-check,49.27,2985.59,0
CUST-01572,female,0,no,no,26,no,no-phone-service,dsl,no,yes,yes,yes,no,yes,month-to-month,yes,credit-card-automatic,67.97,1682.76,1
CUST-01573,male,0,no,no,34,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,bank-transfer-automatic,54.88,1937.69,0
CUST-01574,male,1,yes,yes,62,no,no-phone-service,fiber-optic,no,yes,no,yes,yes,no,one-year,yes,electronic-check,98.55,6180.44,0
CUST-01575,female,1,yes,no,22,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,yes,credit-card-automatic,37.08,729.68,0
CUST-01576,female,0,yes,yes,17,yes,yes,fiber-optic,yes,yes,no,no,no,no,month-to-month,yes,credit-card-automatic,82.05,1416.86,1
CUST-01577,male,0,no,no,18,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,credit-card-automatic,81.32,1479.01,1
CUST-01578,male,0,no,yes,51,yes,yes,fiber-optic,no,no,yes,no,no,yes,month-to-month,yes,bank-transfer-automatic,89.78,4573.69,1
CUST-01579,female,0,yes,no,16,yes,yes,dsl,yes,no,no,no,yes,no,month-to-month,yes,mailed-check,58.87,903.25,0
CUST-01580,male,0,yes,yes,7,yes,no,fiber-optic,yes,yes,no,no,no,yes,one-year,yes,electronic-check,79.98,548.73,0
CUST-01581,female,0,no,no,12,yes,no,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic-check,54.72,727.03,1
CUST-01582,female,0,no,no,71,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,yes,electronic-check,23.3,1684.99,0
